悪衣悪食, あくいあくしょく, 衣服や食べ物が粗末であること
六親眷属, ろくしんけんぞく, すべての親族縁者のこと。 「六親」は、父、母、兄、弟、妻、子。 または、父、子、兄弟、夫、妻など親族のすべてをさす。
一韻到底, いちいんとうてい, 漢詩における古詩の技巧で、初めから終わりまで一つの韻で通すこと。
印象批評, いんしょうひひょう, 客観的な基準ではなく、個人的な印象や感動を基準にして芸術作品の批評をすること。フランスの文芸批評の手法で、十九世紀後半に生まれた。
確固不抜, かっこふばつ, 意志がしっかりとしているため、何があっても動揺したり、平静さを失ったりしないこと。
甘言蜜語, かんげんみつご, 相手に気に入られるための心地よい言葉。「蜜語」は男女の甘い語らいのことで、蜜のように甘い言葉ということから。
気随気儘, きずいきまま, 思いのまま、気のむくままに行動するようす。 わがまま勝手、身勝手なこと。 「気随」と「気儘」は同じ意味。
窮山幽谷, きゅうざんゆうこく, 人里から遠く離れた、奥深い場所にある静かな山と谷。「窮」と「幽」はどちらも奥深いという意味。
兼愛無私, けんあいむし, 全ての人を愛すること。「兼愛」は全ての人を愛するという意味。
減収減益, げんしゅうげんえき, 前期に比べて収入も利益も減ること。
広大無辺, こうだいむへん, 果てがないほど、広々としていること。「広大」は広くて大きいこと、「無辺」は果てがないこと。
困苦欠乏, こんくけつぼう, 生活に必要なものが足りないほどに生活が苦しいこと。「欠乏」は必要なものが足りないこと。
妻子眷族, さいしけんぞく, 妻と子どもなどの身内のことで、血縁関係のある親族のこと。
左顧右眄, さこうべん, 右を見たり左を見たりして周りの様子をうかがうだけで、すぐに結論を出せないこと。または周りが気になって、決断力が鈍ってしまうこと。
自粛自戒, じしゅくじかい, 自ら戒めつつしむこと。「自粛」は、自分からつつしむこと。「自戒」は、自分から戒めること。
七転八倒, しちてんばっとう, 激しい苦痛などで、ひどく苦しんで転げまわること。転んでは起き、起きては転ぶこと。
車載斗量, しゃさいとりょう, 量や数が多すぎて全てを量ることができないこと。車に載せて、ますで量るほど多いという意味から。
尋花問柳, じんかもんりゅう, 花や柳を探しながら景色を楽しむことから、春の景色を楽しむこと。または、花や柳を遊女や芸妓にたとえて、色町で遊ぶこと。
新鬼故鬼, しんきこき, 最近死んだ人の霊魂と昔死んだ人の霊魂のこと。「鬼」は霊魂のこと。
炊金饌玉, すいきんせんぎょく, とてもぜいたくなごちそうのこと。または、心のこもったもてなしに感謝していう言葉。金を炊いて、宝玉を膳に並べるという意味。
隻履西帰, せきりせいき, 死んだはずの達磨大師が、片方の草履を手に持って天竺に帰ったという故事のこと。「隻」は一対のうちの片方のもの。
遷客騒人, せんかくそうじん, 故郷から遠く離れた土地に左遷させられた人や、心に憂いをもっている人のこと。または、詩人や文人の別称。
丹書鉄契, たんしょてっけい, 功労のあった家臣に天子が与えた誓文のこと。鉄に朱で書かれた割り符で、本人やその子孫が罪を犯したときに減免される証となった。
忠孝一致, ちゅうこういっち, 主君に忠義を尽くすことと親を敬い尽くすことは同じことだということ。または、それらを両立することはできるということ。
陶潜帰去, とうせんききょ, 世俗を嫌った陶潜は、官職を辞めて故郷へ帰ったということ。「陶潜」は中国の東晋の人の名前で、自然を愛した詩人。
念仏三昧, ねんぶつざんまい, 一心に念仏を唱えて雑念を払い、心を統一すること。「念仏」は仏を思い、南無阿弥陀仏の名号を唱えること。「三昧」は他のことを考えることなく、集中して取り組むこと。
不将不迎, ふしょうふげい, 後悔することなく、これから先に起こるかもしれないことに悩んだりしないこと。「将」は送ること。
片言隻句, へんげんせきく, 少しだけの言葉。一言だけの短い言葉。「片」は欠片、「隻」は一つという意味から、どちらも少しやわずかなことのたとえ。
片言折獄, へんげんせつごく, 少しだけの言葉。一言だけの短い言葉。「片」は欠片という意味で、「折」は一つという意味から、どちらも少しやわずかということのたとえ。
暴虐非道, ぼうぎゃくひどう, 人の道を外れた残酷で乱暴な行いのこと。または、そのような人のこと。
墨子兼愛, ぼくしけんあい, 中国の墨子が唱えた博愛主義のこと。「墨子」は人の名前で、中国の思想家。「兼愛」は博愛ということで、儒家の唱えた仁愛を差別愛として唱えた思想。
満目荒涼, まんもくこうりょう, 見渡すかぎり全てが荒廃している様子。「満目」は視認できる距離全て。「荒涼」は荒れて寂れていること。
面従腹背, めんじゅうふくはい, 相手におとなしく従うふりをしながら、心の中で相手に歯向かうこと。おとなしく従うふりをして相手を安心させ、裏では相手の地位や立場を脅かすような策をめぐらすこと。
